Unigrams,Adjective1,Adjective2,Adjective3,Class
slow,slow,NA,NA,negative
lane,slow,NA,NA,negative
down,NA,NA,NA,negative
wary,wari,NA,NA,negative
wary,wari,NA,NA,negative
denies,NA,NA,NA,negative
prohibits,NA,NA,NA,negative
hurt,NA,NA,NA,negative
good,good,NA,NA,negative
news,good,NA,NA,negative
uncompetitive,uncompetit,NA,NA,negative
worst,worst,NA,NA,negative
campus,worst,NA,NA,negative
violence,worst,NA,NA,negative
lack,NA,NA,NA,negative
isolated,NA,NA,NA,negative
isolated,NA,NA,NA,negative
alienated,NA,NA,NA,negative
blocking,NA,NA,NA,negative
their,NA,NA,NA,negative
efforts,NA,NA,NA,negative
dropping,NA,NA,NA,negative
fall,NA,NA,NA,negative
flagging,NA,NA,NA,negative
plunged,NA,NA,NA,negative
against,NA,NA,NA,negative
accusing,NA,NA,NA,negative
damaging,NA,NA,NA,negative
inefficient,ineffici,NA,NA,negative
shows,NA,NA,NA,negative
lack,NA,NA,NA,negative
leadership,NA,NA,NA,negative
abused,NA,NA,NA,negative
damage,NA,NA,NA,negative
bring,NA,NA,NA,negative
down,NA,NA,NA,negative
compensation,NA,NA,NA,negative
losses,NA,NA,NA,negative
threatened,NA,NA,NA,negative
fouled,NA,NA,NA,negative
perplexed,NA,NA,NA,negative
nervous,nervou,NA,NA,negative
strained,strain,NA,NA,negative
ties,strain,NA,NA,negative
savage,savag,NA,NA,negative
failure,NA,NA,NA,negative
address,NA,NA,NA,negative
failure,econom,polit,NA,negative
address,econom,polit,NA,negative
economic,econom,polit,NA,negative
political,econom,polit,NA,negative
problems,econom,polit,NA,negative
political,polit,NA,NA,negative
instability,polit,NA,NA,negative
facing,financi,NA,NA,negative
financial,financi,NA,NA,negative
collapse,financi,NA,NA,negative
faces,financi,NA,NA,negative
financial,financi,NA,NA,negative
collapse,financi,NA,NA,negative
lifted,NA,NA,NA,negative
fail,NA,NA,NA,negative
face,financi,NA,NA,negative
liquidity,financi,NA,NA,negative
crisis,financi,NA,NA,negative
financial,financi,NA,NA,negative
collapse,financi,NA,NA,negative
decline,NA,NA,NA,negative
closed,NA,NA,NA,negative
lower,NA,NA,NA,negative
dull,dull,NA,NA,negative
trading,dull,NA,NA,negative
fell,NA,NA,NA,negative
fell,NA,NA,NA,negative
looks,bad,NA,NA,negative
really,bad,NA,NA,negative
keeps,NA,NA,NA,negative
pressure,NA,NA,NA,negative
maintains,NA,NA,NA,negative
pressure,NA,NA,NA,negative
accelerate,NA,NA,NA,negative
damages,NA,NA,NA,negative
hurt,NA,NA,NA,negative
stagnated,NA,NA,NA,negative
damages,NA,NA,NA,negative
stagnation,NA,NA,NA,negative
unfavorable,unfavor,econom,NA,negative
economic,unfavor,econom,NA,negative
conditions,unfavor,econom,NA,negative
poor,poor,NA,NA,negative
performance,poor,NA,NA,negative
slower,slower,NA,NA,negative
capital,slower,NA,NA,negative
inflows,slower,NA,NA,negative
facing,NA,NA,NA,negative
energy,NA,NA,NA,negative
shortages,NA,NA,NA,negative
isolate,NA,NA,NA,negative
went,bankrupt,NA,NA,negative
bankrupt,bankrupt,NA,NA,negative
captivity,NA,NA,NA,negative
harrowing,NA,NA,NA,negative
harrowing,NA,NA,NA,negative
kidnapped,NA,NA,NA,negative
tremendous,tremend,NA,NA,negative
toll,tremend,NA,NA,negative
alleged,NA,NA,NA,negative
scheme,NA,NA,NA,negative
convicted,NA,NA,NA,negative
well,awar,alleg,NA,negative
aware,awar,alleg,NA,negative
alleged,awar,alleg,NA,negative
actions,awar,alleg,NA,negative
sharp,sharp,NA,NA,negative
drop,sharp,NA,NA,negative
disappointment,NA,NA,NA,negative
shrank,NA,NA,NA,negative
fell,NA,NA,NA,negative
sharply,NA,NA,NA,negative
rose,NA,NA,NA,negative
drops,NA,NA,NA,negative
spurned,NA,NA,NA,negative
dropped,NA,NA,NA,negative
hostile,hostil,NA,NA,negative
tender,hostil,NA,NA,negative
offer,hostil,NA,NA,negative
cutting,NA,NA,NA,negative
reported,fiscal,first,NA,negative
million,fiscal,first,NA,negative
fiscal,fiscal,first,NA,negative
first,fiscal,first,NA,negative
quarter,fiscal,first,NA,negative
loss,fiscal,first,NA,negative
expected,NA,NA,NA,negative
losses,NA,NA,NA,negative
reports,NA,NA,NA,negative
loss,NA,NA,NA,negative
cutting,NA,NA,NA,negative
unsafe,unsaf,NA,NA,negative
acceptable,accept,NA,NA,negative
fell,NA,NA,NA,negative-uncertain
slightly,NA,NA,NA,negative-uncertain
raise,minimum,NA,NA,negative-uncertain
prices,minimum,NA,NA,negative-uncertain
after,minimum,NA,NA,negative-uncertain
minimum,minimum,NA,NA,negative-uncertain
