Unigrams,Adjective1,Adjective2,Adjective3,Class
strip,saa,unbeaten,flat,negative
soccer,NA,NA,NA,negative
sorts,NA,NA,NA,negative
newcastle,NA,NA,NA,negative
crash,NA,NA,NA,negative
home,NA,NA,NA,negative
cricket,NA,NA,NA,negative
downpour,NA,NA,NA,negative
halts,NA,NA,NA,negative
flow,NA,NA,NA,negative
pakistan,NA,NA,NA,negative
runs,NA,NA,NA,negative
spectacular,spectacular,third,NA,negative
downpour,spectacular,third,NA,negative
halted,spectacular,third,NA,negative
play,spectacular,third,NA,negative
after,spectacular,third,NA,negative
seven,spectacular,third,NA,negative
overs,spectacular,third,NA,negative
five,spectacular,third,NA,negative
balls,spectacular,third,NA,negative
afternoon,spectacular,third,NA,negative
session,spectacular,third,NA,negative
third,spectacular,third,NA,negative
with,spectacular,third,NA,negative
pakistan,spectacular,third,NA,negative
three,spectacular,third,NA,negative
match,spectacular,third,NA,negative
series,spectacular,third,NA,negative
runs,spectacular,third,NA,negative
ahead,spectacular,third,NA,negative
four,spectacular,third,NA,negative
anwar,previou,best,new,negative
went,previou,best,new,negative
past,previou,best,new,negative
previous,previou,best,new,negative
test,previou,best,new,negative
best,previou,best,new,negative
against,previou,best,new,negative
zealand,previou,best,new,negative
wellington,previou,best,new,negative
fell,previou,best,new,negative
short,previou,best,new,negative
becoming,previou,best,new,negative
sixth,previou,best,new,negative
pakistan,previou,best,new,negative
batsman,previou,best,new,negative
score,previou,best,new,negative
double,previou,best,new,negative
hundred,previou,best,new,negative
against,previou,best,new,negative
england,previou,best,new,negative
each,second,fourth,success,negative
side,second,fourth,success,negative
scored,second,fourth,success,negative
three,second,fourth,success,negative
tries,second,fourth,success,negative
springboks,second,fourth,success,negative
outscored,second,fourth,success,negative
blacks,second,fourth,success,negative
second,second,fourth,success,negative
half,second,fourth,success,negative
still,second,fourth,success,negative
suffered,second,fourth,success,negative
fourth,second,fourth,success,negative
successive,second,fourth,success,negative
defeat,second,fourth,success,negative
against,second,fourth,success,negative
their,second,fourth,success,negative
enemies,second,fourth,success,negative
rugby,rugbi,upset,NA,negative
union,rugbi,upset,NA,negative
taranaki,rugbi,upset,NA,negative
upset,rugbi,upset,NA,negative
auckland,rugbi,upset,NA,negative
steal,rugbi,upset,NA,negative
ranfurly,rugbi,upset,NA,negative
shield,rugbi,upset,NA,negative
kevin,last,gross,NA,negative
costner,last,gross,NA,negative
golfing,last,gross,NA,negative
comedy,last,gross,NA,negative
dipped,last,gross,NA,negative
just,last,gross,NA,negative
percent,last,gross,NA,negative
from,last,gross,NA,negative
last,last,gross,NA,negative
weekend,last,gross,NA,negative
gross,last,gross,NA,negative
million,last,gross,NA,negative
lloyds,NA,NA,NA,negative
will,NA,NA,NA,negative
appeal,NA,NA,NA,negative
court,NA,NA,NA,negative
baltimore,NA,NA,NA,negative
maryland,NA,NA,NA,negative
tuesday,NA,NA,NA,negative
against,NA,NA,NA,negative
injunction,NA,NA,NA,negative
served,NA,NA,NA,negative
district,NA,NA,NA,negative
judge,NA,NA,NA,negative
robert,NA,NA,NA,negative
payne,NA,NA,NA,negative
virginia,NA,NA,NA,negative
late,NA,NA,NA,negative
friday,NA,NA,NA,negative
year,old,critic,legal,negative
insurance,old,critic,legal,negative
market,old,critic,legal,negative
embroiled,old,critic,legal,negative
critical,old,critic,legal,negative
legal,old,critic,legal,negative
battle,old,critic,legal,negative
united,old,critic,legal,negative
states,old,critic,legal,negative
where,old,critic,legal,negative
investors,old,critic,legal,negative
last,old,critic,legal,negative
week,old,critic,legal,negative
extracted,old,critic,legal,negative
injunction,old,critic,legal,negative
ordering,old,critic,legal,negative
lloyds,old,critic,legal,negative
give,old,critic,legal,negative
investors,old,critic,legal,negative
more,old,critic,legal,negative
information,old,critic,legal,negative
more,old,critic,legal,negative
time,old,critic,legal,negative
vote,old,critic,legal,negative
plan,old,critic,legal,negative
commission,east,NA,NA,negative
disputing,east,NA,NA,negative
legality,east,NA,NA,negative
million,east,NA,NA,negative
marks,east,NA,NA,negative
million,east,NA,NA,negative
million,east,NA,NA,negative
mark,east,NA,NA,negative
subsidy,east,NA,NA,negative
package,east,NA,NA,negative
paid,east,NA,NA,negative
volkswagen,east,NA,NA,negative
support,east,NA,NA,negative
investment,east,NA,NA,negative
plants,east,NA,NA,negative
east,east,NA,NA,negative
german,east,NA,NA,negative
state,east,NA,NA,negative
saxony,east,NA,NA,negative
agreement,british,regulatori,possibl,negative
announced,british,regulatori,possibl,negative
bass,british,regulatori,possibl,negative
sunday,british,regulatori,possibl,negative
gives,british,regulatori,possibl,negative
bass,british,regulatori,possibl,negative
percent,british,regulatori,possibl,negative
share,british,regulatori,possibl,negative
british,british,regulatori,possibl,negative
beer,british,regulatori,possibl,negative
market,british,regulatori,possibl,negative
faces,british,regulatori,possibl,negative
regulatory,british,regulatori,possibl,negative
hurdles,british,regulatori,possibl,negative
including,british,regulatori,possibl,negative
possible,british,regulatori,possibl,negative
referral,british,regulatori,possibl,negative
monopolies,british,regulatori,possibl,negative
mergers,british,regulatori,possibl,negative
commission,british,regulatori,possibl,negative
also,crucial,NA,NA,negative
said,crucial,NA,NA,negative
appeal,crucial,NA,NA,negative
against,crucial,NA,NA,negative
injunction,crucial,NA,NA,negative
served,crucial,NA,NA,negative
against,crucial,NA,NA,negative
crucial,crucial,NA,NA,negative
court,crucial,NA,NA,negative
case,crucial,NA,NA,negative
would,crucial,NA,NA,negative
heard,crucial,NA,NA,negative
tuesday,crucial,NA,NA,negative
baltimore,crucial,NA,NA,negative
maryland,crucial,NA,NA,negative
brewer,good,carlsberg,NA,negative
said,good,carlsberg,NA,negative
taken,good,carlsberg,NA,negative
good,good,carlsberg,NA,negative
look,good,carlsberg,NA,negative
carlsberg,good,carlsberg,NA,negative
tetley,good,carlsberg,NA,negative
brand,good,carlsberg,NA,negative
conflicts,good,carlsberg,NA,negative
which,good,carlsberg,NA,negative
would,good,carlsberg,NA,negative
have,good,carlsberg,NA,negative
diminshed,good,carlsberg,NA,negative
value,good,carlsberg,NA,negative
deal,good,carlsberg,NA,negative
there,individu,horrend,NA,negative
were,individu,horrend,NA,negative
individual,individu,horrend,NA,negative
instances,individu,horrend,NA,negative
horrendous,individu,horrend,NA,negative
behaviour,individu,horrend,NA,negative
from,individu,horrend,NA,negative
some,individu,horrend,NA,negative
press,individu,horrend,NA,negative
television,individu,horrend,NA,negative
said,individu,horrend,NA,negative
greenhill,individu,horrend,NA,negative
acted,individu,horrend,NA,negative
spokeswoman,individu,horrend,NA,negative
community,individu,horrend,NA,negative
aftermath,individu,horrend,NA,negative
killings,individu,horrend,NA,negative
local,local,first,anxiou,negative
people,local,first,anxiou,negative
were,local,first,anxiou,negative
first,local,first,anxiou,negative
anxious,local,first,anxiou,negative
help,local,first,anxiou,negative
hordes,local,first,anxiou,negative
reporters,local,first,anxiou,negative
their,local,first,anxiou,negative
mood,local,first,anxiou,negative
gradually,local,first,anxiou,negative
changed,local,first,anxiou,negative
they,local,first,anxiou,negative
made,local,first,anxiou,negative
clear,local,first,anxiou,negative
they,local,first,anxiou,negative
wanted,local,first,anxiou,negative
left,local,first,anxiou,negative
grieve,local,first,anxiou,negative
alone,local,first,anxiou,negative
that,full,edinburgh,intern,negative
were,full,edinburgh,intern,negative
restrained,full,edinburgh,intern,negative
well,full,edinburgh,intern,negative
would,full,edinburgh,intern,negative
hate,full,edinburgh,intern,negative
when,full,edinburgh,intern,negative
unleash,full,edinburgh,intern,negative
your,full,edinburgh,intern,negative
full,full,edinburgh,intern,negative
action,full,edinburgh,intern,negative
greenhill,full,edinburgh,intern,negative
told,full,edinburgh,intern,negative
forum,full,edinburgh,intern,negative
broadcast,full,edinburgh,intern,negative
industry,full,edinburgh,intern,negative
leaders,full,edinburgh,intern,negative
edinburgh,full,edinburgh,intern,negative
international,full,edinburgh,intern,negative
television,full,edinburgh,intern,negative
festival,full,edinburgh,intern,negative
around,NA,NA,NA,negative
police,NA,NA,NA,negative
were,NA,NA,NA,negative
wounded,NA,NA,NA,negative
riots,NA,NA,NA,negative
when,NA,NA,NA,negative
carnival,NA,NA,NA,negative
acquired,NA,NA,NA,negative
reputation,NA,NA,NA,negative
trouble,NA,NA,NA,negative
from,NA,NA,NA,negative
which,NA,NA,NA,negative
slowly,NA,NA,NA,negative
recovered,NA,NA,NA,negative
acquired,NA,NA,NA,negative
stake,NA,NA,NA,negative
carlsberg,NA,NA,NA,negative
been,NA,NA,NA,negative
underperforming,NA,NA,NA,negative
shows,mad,NA,NA,negative
theyre,mad,NA,NA,negative
hell,mad,NA,NA,negative
companies,mad,NA,NA,negative
they,mad,NA,NA,negative
want,mad,NA,NA,negative
this,mad,NA,NA,negative
thing,mad,NA,NA,negative
resolved,mad,NA,NA,negative
said,mad,NA,NA,negative
president,mad,NA,NA,negative
buzz,mad,NA,NA,negative
hargrove,mad,NA,NA,negative
total,total,credicorp,close,negative
volume,total,credicorp,close,negative
million,total,credicorp,close,negative
soles,total,credicorp,close,negative
million,total,credicorp,close,negative
operations,total,credicorp,close,negative
although,total,credicorp,close,negative
thirds,total,credicorp,close,negative
volume,total,credicorp,close,negative
accounted,total,credicorp,close,negative
cross,total,credicorp,close,negative
shares,total,credicorp,close,negative
credicorp,total,credicorp,close,negative
holding,total,credicorp,close,negative
which,total,credicorp,close,negative
fell,total,credicorp,close,negative
percent,total,credicorp,close,negative
close,total,credicorp,close,negative
soles,total,credicorp,close,negative
benchmark,NA,NA,NA,negative
telefonica,NA,NA,NA,negative
lost,NA,NA,NA,negative
percent,NA,NA,NA,negative
soles,NA,NA,NA,negative
shares,NA,NA,NA,negative
dollar,european,nervou,tokyo,negative
ended,european,nervou,tokyo,negative
european,european,nervou,tokyo,negative
trading,european,nervou,tokyo,negative
sharply,european,nervou,tokyo,negative
down,european,nervou,tokyo,negative
against,european,nervou,tokyo,negative
mark,european,nervou,tokyo,negative
monday,european,nervou,tokyo,negative
with,european,nervou,tokyo,negative
markets,european,nervou,tokyo,negative
nervous,european,nervou,tokyo,negative
over,european,nervou,tokyo,negative
tokyos,european,nervou,tokyo,negative
monetary,european,nervou,tokyo,negative
direction,european,nervou,tokyo,negative
ahead,european,nervou,tokyo,negative
japanese,european,nervou,tokyo,negative
economic,european,nervou,tokyo,negative
survey,european,nervou,tokyo,negative
this,european,nervou,tokyo,negative
week,european,nervou,tokyo,negative
dollar,friday,british,season,negative
close,friday,british,season,negative
slipped,friday,british,season,negative
nearly,friday,british,season,negative
pfennig,friday,british,season,negative
compared,friday,british,season,negative
with,friday,british,season,negative
fridays,friday,british,season,negative
levels,friday,british,season,negative
dealings,friday,british,season,negative
that,friday,british,season,negative
were,friday,british,season,negative
subdued,friday,british,season,negative
because,friday,british,season,negative
british,friday,british,season,negative
markets,friday,british,season,negative
were,friday,british,season,negative
shut,friday,british,season,negative
seasonal,friday,british,season,negative
holiday,friday,british,season,negative
weaker,weaker,depress,main,negative
dollar,weaker,depress,main,negative
depressing,weaker,depress,main,negative
effect,weaker,depress,main,negative
main,weaker,depress,main,negative
european,weaker,depress,main,negative
bourses,weaker,depress,main,negative
which,weaker,depress,main,negative
ended,weaker,depress,main,negative
down,weaker,depress,main,negative
after,weaker,depress,main,negative
business,weaker,depress,main,negative
that,weaker,depress,main,negative
quiet,weaker,depress,main,negative
because,weaker,depress,main,negative
londons,weaker,depress,main,negative
closure,weaker,depress,main,negative
poor,poor,NA,NA,negative
performance,poor,NA,NA,negative
wall,poor,NA,NA,negative
street,poor,NA,NA,negative
nothing,poor,NA,NA,negative
dispel,poor,NA,NA,negative
gloom,poor,NA,NA,negative
dollars,friday,japan,monetari,negative
closing,friday,japan,monetari,negative
level,friday,japan,monetari,negative
compared,friday,japan,monetari,negative
fridays,friday,japan,monetari,negative
prompted,friday,japan,monetari,negative
growing,friday,japan,monetari,negative
uncertainty,friday,japan,monetari,negative
over,friday,japan,monetari,negative
direction,friday,japan,monetari,negative
japans,friday,japan,monetari,negative
monetary,friday,japan,monetari,negative
policy,friday,japan,monetari,negative
dollar,new,NA,NA,negative
ends,new,NA,NA,negative
sharply,new,NA,NA,negative
down,new,NA,NA,negative
jitters,new,NA,NA,negative
people,social,NA,NA,negative
surveyed,social,NA,NA,negative
percent,social,NA,NA,negative
feared,social,NA,NA,negative
strikes,social,NA,NA,negative
social,social,NA,NA,negative
unrest,social,NA,NA,negative
most,social,NA,NA,negative
french,french,tough,NA,negative
return,french,tough,NA,negative
what,french,tough,NA,negative
could,french,tough,NA,negative
tough,french,tough,NA,negative
autumn,french,tough,NA,negative
french,depress,disappoint,econom,negative
returning,depress,disappoint,econom,negative
from,depress,disappoint,econom,negative
their,depress,disappoint,econom,negative
holidays,depress,disappoint,econom,negative
depressed,depress,disappoint,econom,negative
mood,depress,disappoint,econom,negative
disappointed,depress,disappoint,econom,negative
economic,depress,disappoint,econom,negative
weakness,depress,disappoint,econom,negative
continued,depress,disappoint,econom,negative
budget,depress,disappoint,econom,negative
austerity,depress,disappoint,econom,negative
which,depress,disappoint,econom,negative
could,depress,disappoint,econom,negative
lead,depress,disappoint,econom,negative
difficult,depress,disappoint,econom,negative
autumn,depress,disappoint,econom,negative
government,depress,disappoint,econom,negative
according,pessimist,big,NA,negative
poll,pessimist,big,NA,negative
published,pessimist,big,NA,negative
parisien,pessimist,big,NA,negative
newspaper,pessimist,big,NA,negative
monday,pessimist,big,NA,negative
percent,pessimist,big,NA,negative
french,pessimist,big,NA,negative
pessimistic,pessimist,big,NA,negative
about,pessimist,big,NA,negative
rentree,pessimist,big,NA,negative
return,pessimist,big,NA,negative
work,pessimist,big,NA,negative
school,pessimist,big,NA,negative
politics,pessimist,big,NA,negative
strikes,NA,NA,NA,negative
poverty,NA,NA,NA,negative
losses,NA,NA,NA,negative
topped,NA,NA,NA,negative
voters,NA,NA,NA,negative
worries,NA,NA,NA,negative
survey,NA,NA,NA,negative
people,NA,NA,NA,negative
showed,NA,NA,NA,negative
poll,right,NA,NA,negative
also,right,NA,NA,negative
found,right,NA,NA,negative
that,right,NA,NA,negative
percent,right,NA,NA,negative
those,right,NA,NA,negative
polled,right,NA,NA,negative
expected,right,NA,NA,negative
troubles,right,NA,NA,negative
centre,right,NA,NA,negative
right,right,NA,NA,negative
government,right,NA,NA,negative
when,right,NA,NA,negative
summer,right,NA,NA,negative
holidays,right,NA,NA,negative
sales,NA,NA,NA,negative
existing,NA,NA,NA,negative
homes,NA,NA,NA,negative
weaken,NA,NA,NA,negative
july,NA,NA,NA,negative
sales,second,consecut,nation,negative
existing,second,consecut,nation,negative
homes,second,consecut,nation,negative
weakened,second,consecut,nation,negative
second,second,consecut,nation,negative
consecutive,second,consecut,nation,negative
month,second,consecut,nation,negative
during,second,consecut,nation,negative
july,second,consecut,nation,negative
national,second,consecut,nation,negative
association,second,consecut,nation,negative
realtors,second,consecut,nation,negative
said,second,consecut,nation,negative
monday,second,consecut,nation,negative
impact,second,consecut,nation,negative
higher,second,consecut,nation,negative
mortgage,second,consecut,nation,negative
rates,second,consecut,nation,negative
from,second,consecut,nation,negative
earlier,second,consecut,nation,negative
year,second,consecut,nation,negative
began,second,consecut,nation,negative
slow,second,consecut,nation,negative
housing,second,consecut,nation,negative
market,second,consecut,nation,negative
real,real,annual,NA,negative
estate,real,annual,NA,negative
lobby,real,annual,NA,negative
group,real,annual,NA,negative
said,real,annual,NA,negative
sales,real,annual,NA,negative
existing,real,annual,NA,negative
used,real,annual,NA,negative
homes,real,annual,NA,negative
fell,real,annual,NA,negative
percent,real,annual,NA,negative
july,real,annual,NA,negative
seasonally,real,annual,NA,negative
adjusted,real,annual,NA,negative
annual,real,annual,NA,negative
rate,real,annual,NA,negative
million,real,annual,NA,negative
following,real,annual,NA,negative
revised,real,annual,NA,negative
percent,real,annual,NA,negative
june,real,annual,NA,negative
decline,real,annual,NA,negative
million,real,annual,NA,negative
seoul,NA,NA,NA,negative
stocks,NA,NA,NA,negative
rattled,NA,NA,NA,negative
business,NA,NA,NA,negative
tycoon,NA,NA,NA,negative
sentencing,NA,NA,NA,negative
sentencing,south,korean,econom,negative
nine,south,korean,econom,negative
south,south,korean,econom,negative
korean,south,korean,econom,negative
business,south,korean,econom,negative
tycoons,south,korean,econom,negative
added,south,korean,econom,negative
countrys,south,korean,econom,negative
economic,south,korean,econom,negative
worries,south,korean,econom,negative
monday,south,korean,econom,negative
sent,south,korean,econom,negative
seoul,south,korean,econom,negative
stocks,south,korean,econom,negative
diving,south,korean,econom,negative
month,south,korean,econom,negative
most,other,asian,sluggish,negative
other,other,asian,sluggish,negative
asian,other,asian,sluggish,negative
markets,other,asian,sluggish,negative
declined,other,asian,sluggish,negative
amid,other,asian,sluggish,negative
trade,other,asian,sluggish,negative
made,other,asian,sluggish,negative
sluggish,other,asian,sluggish,negative
holidays,other,asian,sluggish,negative
london,other,asian,sluggish,negative
hong,other,asian,sluggish,negative
kong,other,asian,sluggish,negative
markets,other,asian,sluggish,negative
seouls,composit,lowest,NA,negative
composite,composit,lowest,NA,negative
stock,composit,lowest,NA,negative
index,composit,lowest,NA,negative
fell,composit,lowest,NA,negative
points,composit,lowest,NA,negative
percent,composit,lowest,NA,negative
lowest,composit,lowest,NA,negative
close,composit,lowest,NA,negative
since,composit,lowest,NA,negative
when,composit,lowest,NA,negative
ended,composit,lowest,NA,negative
entire,entir,econom,slow,negative
market,entir,econom,slow,negative
depressed,entir,econom,slow,negative
right,entir,econom,slow,negative
because,entir,econom,slow,negative
economic,entir,econom,slow,negative
slow,entir,econom,slow,negative
down,entir,econom,slow,negative
sentencing,wors,NA,NA,negative
business,wors,NA,NA,negative
leaders,wors,NA,NA,negative
making,wors,NA,NA,negative
sentiment,wors,NA,NA,negative
worse,wors,NA,NA,negative
said,wors,NA,NA,negative
broker,wors,NA,NA,negative
hanyang,wors,NA,NA,negative
securities,wors,NA,NA,negative
german,german,volkswagen,spiral,negative
economics,german,volkswagen,spiral,negative
minister,german,volkswagen,spiral,negative
guenter,german,volkswagen,spiral,negative
rexrodt,german,volkswagen,spiral,negative
said,german,volkswagen,spiral,negative
bonn,german,volkswagen,spiral,negative
backed,german,volkswagen,spiral,negative
volkswagens,german,volkswagen,spiral,negative
claim,german,volkswagen,spiral,negative
cash,german,volkswagen,spiral,negative
despite,german,volkswagen,spiral,negative
brussels,german,volkswagen,spiral,negative
contention,german,volkswagen,spiral,negative
this,german,volkswagen,spiral,negative
could,german,volkswagen,spiral,negative
start,german,volkswagen,spiral,negative
spiralling,german,volkswagen,spiral,negative
subsidies,german,volkswagen,spiral,negative
positions,harden,saxon,NA,negative
harden,harden,saxon,NA,negative
saxon,harden,saxon,NA,negative
subsidy,harden,saxon,NA,negative
struggle,harden,saxon,NA,negative
battle,european,NA,NA,negative
lines,european,NA,NA,negative
hardened,european,NA,NA,negative
monday,european,NA,NA,negative
dispute,european,NA,NA,negative
betweeen,european,NA,NA,negative
germany,european,NA,NA,negative
european,european,NA,NA,negative
union,european,NA,NA,negative
over,european,NA,NA,negative
subsidies,european,NA,NA,negative
state,european,NA,NA,negative
saxony,european,NA,NA,negative
auto,european,NA,NA,negative
maker,european,NA,NA,negative
volkswagen,european,NA,NA,negative
germany,fresh,european,NA,negative
each,fresh,european,NA,negative
threatened,fresh,european,NA,negative
file,fresh,european,NA,negative
fresh,fresh,european,NA,negative
complaints,fresh,european,NA,negative
case,fresh,european,NA,negative
with,fresh,european,NA,negative
european,fresh,european,NA,negative
court,fresh,european,NA,negative
justice,fresh,european,NA,negative
luxembourg,fresh,european,NA,negative
after,fresh,european,NA,negative
saxony,fresh,european,NA,negative
friday,fresh,european,NA,negative
tussle,european,communist,east,negative
began,european,communist,east,negative
june,european,communist,east,negative
when,european,communist,east,negative
european,european,communist,east,negative
commission,european,communist,east,negative
approved,european,communist,east,negative
only,european,communist,east,negative
million,european,communist,east,negative
marks,european,communist,east,negative
million,european,communist,east,negative
proposed,european,communist,east,negative
million,european,communist,east,negative
marks,european,communist,east,negative
subsidies,european,communist,east,negative
build,european,communist,east,negative
plants,european,communist,east,negative
formerly,european,communist,east,negative
communist,european,communist,east,negative
east,european,communist,east,negative
german,european,communist,east,negative
state,european,communist,east,negative
shares,NA,NA,NA,negative
dropped,NA,NA,NA,negative
percent,NA,NA,NA,negative
marks,NA,NA,NA,negative
news,NA,NA,NA,negative
disappointing,disappoint,limit,cheap,negative
growth,disappoint,limit,cheap,negative
passenger,disappoint,limit,cheap,negative
freight,disappoint,limit,cheap,negative
volumes,disappoint,limit,cheap,negative
limited,disappoint,limit,cheap,negative
expansion,disappoint,limit,cheap,negative
airline,disappoint,limit,cheap,negative
said,disappoint,limit,cheap,negative
german,disappoint,limit,cheap,negative
business,disappoint,limit,cheap,negative
flood,disappoint,limit,cheap,negative
cheap,disappoint,limit,cheap,negative
flights,disappoint,limit,cheap,negative
from,disappoint,limit,cheap,negative
subsidised,disappoint,limit,cheap,negative
airlines,disappoint,limit,cheap,negative
excess,disappoint,limit,cheap,negative
capacity,disappoint,limit,cheap,negative
fatal,disappoint,limit,cheap,negative
fire,disappoint,limit,cheap,negative
april,disappoint,limit,cheap,negative
duesseldorf,disappoint,limit,cheap,negative
airport,disappoint,limit,cheap,negative
price,NA,NA,NA,negative
hurts,NA,NA,NA,negative
lufthansa,NA,NA,NA,negative
earnings,NA,NA,NA,negative
german,first,european,full,negative
airline,first,european,full,negative
deutsche,first,european,full,negative
lufthansa,first,european,full,negative
monday,first,european,full,negative
blamed,first,european,full,negative
percent,first,european,full,negative
slump,first,european,full,negative
first,first,european,full,negative
half,first,european,full,negative
profit,first,european,full,negative
mainly,first,european,full,negative
price,first,european,full,negative
slashing,first,european,full,negative
european,first,european,full,negative
rivals,first,european,full,negative
said,first,european,full,negative
full,first,european,full,negative
year,first,european,full,negative
earnings,first,european,full,negative
should,first,european,full,negative
stable,first,european,full,negative
seoul,seoul,NA,NA,negative
court,seoul,NA,NA,negative
hands,seoul,NA,NA,negative
death,seoul,NA,NA,negative
chun,seoul,NA,NA,negative
years,seoul,NA,NA,negative
south,south,korean,former,negative
korean,south,korean,former,negative
court,south,korean,former,negative
sentenced,south,korean,former,negative
former,south,korean,former,negative
president,south,korean,former,negative
chun,south,korean,former,negative
hwan,south,korean,former,negative
death,south,korean,former,negative
monday,south,korean,former,negative
charges,south,korean,former,negative
relating,south,korean,former,negative
coup,south,korean,former,negative
that,south,korean,former,negative
thrust,south,korean,former,negative
power,south,korean,former,negative
presidential,presidenti,similar,putsch,negative
successor,presidenti,similar,putsch,negative
sentenced,presidenti,similar,putsch,negative
years,presidenti,similar,putsch,negative
prison,presidenti,similar,putsch,negative
similar,presidenti,similar,putsch,negative
charges,presidenti,similar,putsch,negative
masterminding,presidenti,similar,putsch,negative
putsch,presidenti,similar,putsch,negative
attempted,presidenti,similar,putsch,negative
murder,presidenti,similar,putsch,negative
superior,presidenti,similar,putsch,negative
officers,presidenti,similar,putsch,negative
both,guilti,NA,NA,negative
were,guilti,NA,NA,negative
found,guilti,NA,NA,negative
guilty,guilti,NA,NA,negative
taking,guilti,NA,NA,negative
bribes,guilti,NA,NA,negative
sentiment,weaker,lower,NA,negative
weaker,weaker,lower,NA,negative
dollar,weaker,lower,NA,negative
bunds,weaker,lower,NA,negative
lower,weaker,lower,NA,negative
wall,weaker,lower,NA,negative
street,weaker,lower,NA,negative
close,weaker,lower,NA,negative
friday,weaker,lower,NA,negative
bank,weaker,lower,NA,negative
holiday,weaker,lower,NA,negative
london,weaker,lower,NA,negative
blue,blue,long,NA,negative
chips,blue,long,NA,negative
slump,blue,long,NA,negative
long,blue,long,NA,negative
term,blue,long,NA,negative
interest,blue,long,NA,negative
rates,blue,long,NA,negative
rise,blue,long,NA,negative
blue,blue,second,slowest,negative
chip,blue,second,slowest,negative
stocks,blue,second,slowest,negative
slumped,blue,second,slowest,negative
monday,blue,second,slowest,negative
second,blue,second,slowest,negative
slowest,blue,second,slowest,negative
session,blue,second,slowest,negative
year,blue,second,slowest,negative
jump,blue,second,slowest,negative
long,blue,second,slowest,negative
term,blue,second,slowest,negative
interest,blue,second,slowest,negative
rates,blue,second,slowest,negative
percent,blue,second,slowest,negative
drew,blue,second,slowest,negative
wall,blue,second,slowest,negative
streets,blue,second,slowest,negative
attention,blue,second,slowest,negative
from,blue,second,slowest,negative
battery,blue,second,slowest,negative
buyout,blue,second,slowest,negative
deals,blue,second,slowest,negative
jones,industri,NA,NA,negative
industrial,industri,NA,NA,negative
average,industri,NA,NA,negative
ended,industri,NA,NA,negative
down,industri,NA,NA,negative
points,industri,NA,NA,negative
broader,broader,NA,NA,negative
market,broader,NA,NA,negative
declining,broader,NA,NA,negative
issues,broader,NA,NA,negative
beat,broader,NA,NA,negative
advances,broader,NA,NA,negative
melvin,new,NA,NA,negative
esterin,new,NA,NA,negative
chairman,new,NA,NA,negative
foxmeyer,new,NA,NA,negative
said,new,NA,NA,negative
company,new,NA,NA,negative
sought,new,NA,NA,negative
buyer,new,NA,NA,negative
raise,new,NA,NA,negative
capital,new,NA,NA,negative
sale,new,NA,NA,negative
called,new,NA,NA,negative
because,new,NA,NA,negative
suppliers,new,NA,NA,negative
refused,new,NA,NA,negative
work,new,NA,NA,negative
with,new,NA,NA,negative
taggart,new,NA,NA,negative
group,new,NA,NA,negative
foxmeyer,NA,NA,NA,negative
drug,NA,NA,NA,negative
declares,NA,NA,NA,negative
bankruptcy,NA,NA,NA,negative
after,NA,NA,NA,negative
sale,NA,NA,NA,negative
falls,NA,NA,NA,negative
through,NA,NA,NA,negative
foxmeyer,nation,fourth,largest,negative
drug,nation,fourth,largest,negative
nations,nation,fourth,largest,negative
fourth,nation,fourth,largest,negative
largest,nation,fourth,largest,negative
wholesaler,nation,fourth,largest,negative
drugs,nation,fourth,largest,negative
said,nation,fourth,largest,negative
tuesday,nation,fourth,largest,negative
filed,nation,fourth,largest,negative
chapter,nation,fourth,largest,negative
bankruptcy,nation,fourth,largest,negative
protection,nation,fourth,largest,negative
after,nation,fourth,largest,negative
efforts,nation,fourth,largest,negative
sell,nation,fourth,largest,negative
ailing,nation,fourth,largest,negative
company,nation,fourth,largest,negative
fell,nation,fourth,largest,negative
through,nation,fourth,largest,negative
french,french,like,right,negative
teachers,french,like,right,negative
unions,french,like,right,negative
warned,french,like,right,negative
tuesday,french,like,right,negative
protests,french,like,right,negative
including,french,like,right,negative
likely,french,like,right,negative
strike,french,like,right,negative
over,french,like,right,negative
cuts,french,like,right,negative
expected,french,like,right,negative
centre,french,like,right,negative
right,french,like,right,negative
governments,french,like,right,negative
austerity,french,like,right,negative
budget,french,like,right,negative
said,french,like,right,negative
they,french,like,right,negative
would,french,like,right,negative
meet,french,like,right,negative
again,french,like,right,negative
before,french,like,right,negative
deciding,french,like,right,negative
what,french,like,right,negative
action,french,like,right,negative
take,french,like,right,negative
public,public,plan,nicol,negative
sector,public,plan,nicol,negative
unions,public,plan,nicol,negative
prepare,public,plan,nicol,negative
their,public,plan,nicol,negative
response,public,plan,nicol,negative
planned,public,plan,nicol,negative
budget,public,plan,nicol,negative
cuts,public,plan,nicol,negative
nicole,public,plan,nicol,negative
notat,public,plan,nicol,negative
head,public,plan,nicol,negative
countrys,public,plan,nicol,negative
biggest,public,plan,nicol,negative
union,public,plan,nicol,negative
cfdt,public,plan,nicol,negative
also,public,plan,nicol,negative
warned,public,plan,nicol,negative
tuesday,public,plan,nicol,negative
tension,public,plan,nicol,negative
conflicts,public,plan,nicol,negative
when,public,plan,nicol,negative
french,public,plan,nicol,negative
return,public,plan,nicol,negative
from,public,plan,nicol,negative
their,public,plan,nicol,negative
summer,public,plan,nicol,negative
holidays,public,plan,nicol,negative
teachers,tuesdai,NA,NA,negative
union,tuesdai,NA,NA,negative
